afida_sku,ppp_sku,name,category,size,material,colour,pack_size,pack_price,certifications,description,website_url,product_weight,product_length,product_width,product_height,case_length,case_width,case_depth,case_volume,case_weight,additional_specs
BOX-500-KR,61000,PLA Tuck Top Kraft Window Salad Box 500ml Compostable (Case of 200),Cold Food & Salads,500ml,"kraft, pla",Brown/Kraft,200,30.11,Compostable,"The 500ml kraft Tuck Top Window Salad Box is constructed from kraft board, an unbleached paper with natural strength. A salad box with a clear window that showcases fresh contents - salads, wraps, grain bowls, and prepared meals. The window boosts product visibility for grab-and-go display. Stackable and sturdy. Certified compostable - breaks down in industrial composting facilities. Versatile enough for takeaways, delis, cafés, meal prep, and event catering.",https://afida.com/products/tuck-top-window-salad-box-2,,,,,,,,,6 kg,
BOX-700-KR,61001,PLA Tuck Top Kraft Window Salad Box 700ml Compostable (Case of 200),Cold Food & Salads,700ml,"kraft, pla",Brown/Kraft,200,43.02,Compostable,"The 700ml kraft Tuck Top Window Salad Box is constructed from kraft board, an unbleached paper with natural strength. A salad box with a clear window that showcases fresh contents - salads, wraps, grain bowls, and prepared meals. The window boosts product visibility for grab-and-go display. Stackable and sturdy. Certified compostable - breaks down in industrial composting facilities. Versatile enough for takeaways, delis, cafés, meal prep, and event catering.",https://afida.com/products/tuck-top-window-salad-box-3,,,,,,,,,6 kg,
BOX-900-KR,61002,PLA Tuck Top Kraft Window Salad Box 900ml Compostable (Case of 200),Cold Food & Salads,900ml,"kraft, pla",Brown/Kraft,200,46.79,Compostable,"The 900ml kraft Tuck Top Window Salad Box is constructed from kraft board, an unbleached paper with natural strength. A salad box with a clear window that showcases fresh contents - salads, wraps, grain bowls, and prepared meals. The window boosts product visibility for grab-and-go display. Stackable and sturdy. Certified compostable - breaks down in industrial composting facilities. Versatile enough for takeaways, delis, cafés, meal prep, and event catering.",https://afida.com/products/tuck-top-window-salad-box-4,,,,,,,,,7 kg,
LID-16-BK,B10013P,12-16oz Black CPLA Sip-Thru Hot Cup Lid Compostable(Case of 1000),Cups & Drinks,16oz,"pla, cpla, pp",Black,1000,46.4,Compostable,"The 16oz black CPLA Sip-Thru Hot Cup Lid is made from CPLA (crystallised PLA), a heat-resistant plant-based bioplastic. A lid with a moulded sip-through opening for comfortable drinking on the move. Fits securely onto compatible hot cup rims to reduce spills. The raised lip directs the flow of liquid for a clean drinking experience. Certified compostable - breaks down in industrial composting facilities. Designed for coffee shops, cafés, offices, events, and catering.",https://afida.com/products/sip-thru-hot-cup-lid,,,,,,,,,5 kg,
LID-16-WH,B10003P,12-16oz White CPLA Sip-Thru Hot Cup Lid Compostable (Case of 1000),Cups & Drinks,"12oz, 16oz","pla, cpla",White,1000,46.4,Compostable,"The 12oz / 16oz white CPLA Sip-Thru Hot Cup Lid is made from CPLA (crystallised PLA), a heat-resistant plant-based bioplastic. A lid with a moulded sip-through opening for comfortable drinking on the move. Fits securely onto compatible hot cup rims to reduce spills. The raised lip directs the flow of liquid for a clean drinking experience. Certified compostable - breaks down in industrial composting facilities. Designed for coffee shops, cafés, offices, events, and catering.",https://afida.com/products/sip-thru-hot-cup-lid-2,,,,,,,,,5 kg,
LID-16,D12012,12/16oz Paper Lid (PE Lined) RECYCLABLE,Cups & Drinks,16oz,"paper, pla",,1000,44.7,Recyclable,"The paper Lid (PE Lined) is made from responsibly sourced paper. A secure-fit lid designed for compatible containers. Keeps contents fresh, contained, and protected during storage, display, and transport. Fully recyclable through standard paper or plastic recycling streams.",https://afida.com/products/lid-pe-lined,,,,,,,,,5 kg,
CUP-12,10431.12,12oz Aqueous Lined Takeaway Cup Compostable (Case of 500),Cups & Drinks,8oz,pla,Brown/Kraft,500,49.24,Compostable,The 12oz Aqueous Lined Takeaway Cup. A practical food service product designed for everyday commercial use. Reliable performance in high-volume environments. Certified compostable - breaks down in industrial composting facilities.,https://afida.com/products/lined-takeaway-cup,,,,,,,,,9 kg,
CUP-DW-12-KR-2,VDW-12,"12oz Double Wall Brown Kraft Hot Takeaway Cup, 89 Series Compostable",Cups & Drinks,12oz,"pla, plastic",Brown/Kraft,25,7,Compostable,"The brown kraft Double Wall Hot Takeaway Cup, 89 Series is constructed from kraft board, an unbleached paper with natural strength. Double wall construction provides built-in insulation, eliminating the need for a separate cup sleeve. The outer wall stays cool and comfortable to hold while keeping drinks hot. Suitable for coffee, tea, hot chocolate, and specialty drinks. Designed for coffee shops, cafés, offices, events, and catering.",https://afida.com/products/double-wall-hot-takeaway-cup-89-series,18.2g,60mm,90mm,110mm,581mm,380mm,460mm,0.102m3,10 kg,
XMS-16,PW16XMAS2024,16oz Christmas Double-Wall Paper Cup – Compostable Recyclable,Cups & Drinks,16oz,Paper,,500,40,"Compostable, Recyclable","The 16oz paper Christmas Double-Wall Cup is made from responsibly sourced paper. A practical food service product designed for everyday commercial use. Reliable performance in high-volume environments. Both compostable and recyclable, giving multiple end-of-life options.",https://afida.com/products/christmas-double-wall-cup,,,,,,,,,,
CUP-DW-16-KR,VDW-16,"16oz Double Wall Brown Kraft Hot Takeaway Cup, 89 Series Compostable",Cups & Drinks,16oz,"pla, plastic",Brown/Kraft,20,7.23,Compostable,"The 16oz Vegware brown kraft Double Wall Hot Takeaway Cup, 89 Series is constructed from kraft board, an unbleached paper with natural strength. Double wall construction provides built-in insulation, eliminating the need for a separate cup sleeve. The outer wall stays cool and comfortable to hold while keeping drinks hot. Suitable for coffee, tea, hot chocolate, and specialty drinks. Designed for coffee shops, cafés, offices, events, and catering.",https://afida.com/products/double-wall-hot-takeaway-cup-89-series-2,22.6g,60mm,90mm,135mm,581mm,380mm,460mm,0.102m3,9 kg,
CC-SH-25,SHOT25,25ml Plastic Shot Glasses – Recyclable,Cups & Drinks,25ml,"pla, plastic",,1000,46.4,Recyclable,"The 25ml plastic Shot Glasses is made from durable plastic for reliable everyday use. A small-format cup for spirit shots, tastings, samples, and dessert portions. Sturdy enough for stacking and easy to handle in high-volume bar service. Designed for coffee shops, cafés, offices, events, and catering.",https://afida.com/products/shot-glasses,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,
CC-SH-25-2,XR15005DO,25ml rPET Bomb Shot Glass Recyclable (Case of 1000),Cups & Drinks,25ml,"rpet, pet",,1000,54.4,Recyclable,"The 25ml rPET Bomb Shot Glass is made from rPET (recycled PET plastic), giving post-consumer plastic a second life. A small-format cup for spirit shots, tastings, samples, and dessert portions. Sturdy enough for stacking and easy to handle in high-volume bar service. Fully recyclable through standard paper or plastic recycling streams. Designed for coffee shops, cafés, offices, events, and catering.",https://afida.com/products/bomb-shot-glass,Not specified,25ml inner compartment,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,13 kg,
LID-8-BK-2,B10012P,8oz Black CPLA Sip-Thru Hot Cup Lid Compostable (Case of 1000),Cups & Drinks,8oz,"pla, cpla",Black,1000,38.81,Compostable,"The 8oz black CPLA Sip-Thru Hot Cup Lid is made from CPLA (crystallised PLA), a heat-resistant plant-based bioplastic. A lid with a moulded sip-through opening for comfortable drinking on the move. Fits securely onto compatible hot cup rims to reduce spills. The raised lip directs the flow of liquid for a clean drinking experience. Certified compostable - breaks down in industrial composting facilities. Designed for coffee shops, cafés, offices, events, and catering.",https://afida.com/products/sip-thru-hot-cup-lid-3,,,8oz,,,,,,4 kg,
LID-8,D12011,8oz Paper Lid (PE Lined) RECYCLABLE,Cups & Drinks,8oz,paper,,1000,39.75,Recyclable,"The 8oz paper Lid (PE Lined) is made from responsibly sourced paper. A secure-fit lid designed for compatible containers. Keeps contents fresh, contained, and protected during storage, display, and transport. Fully recyclable through standard paper or plastic recycling streams.",https://afida.com/products/lid-pe-lined-2,,,,,,,,,5 kg,
LID-8-WH-2,B10002P,8oz White CPLA Sip-Thru Hot Cup Lid Compostable (Case of 1000),Cups & Drinks,8oz,"pla, cpla",White,1000,38.81,Compostable,"The 8oz white CPLA Sip-Thru Hot Cup Lid is made from CPLA (crystallised PLA), a heat-resistant plant-based bioplastic. A lid with a moulded sip-through opening for comfortable drinking on the move. Fits securely onto compatible hot cup rims to reduce spills. The raised lip directs the flow of liquid for a clean drinking experience. Certified compostable - breaks down in industrial composting facilities. Designed for coffee shops, cafés, offices, events, and catering.",https://afida.com/products/sip-thru-hot-cup-lid-4,,,,,,,,,4 kg,
CC-9-3,R16008,9oz r-PET Squat Cold Cup Recyclable (Case of 1000),Cups & Drinks,"9oz, 93mm","pla, pet, plastic",,1000,41.6,Recyclable,"The 9oz / 93mm R- Squat Cold Cup. Crystal-clear construction showcases the colour and layers of iced drinks, smoothies, juices, and cocktails. Sturdy walls resist cracking and condensation. Compatible with flat and dome lids for versatile serving. Designed for coffee shops, cafés, offices, events, and catering.",https://afida.com/products/r-squat-cold-cup,,9oz,93mm,,,,,,11 kg,
CC-22,BPUKCC22,Coke Zero 22oz Cold Cups – Recyclable,Cups & Drinks,"22oz, 90mm",pp,,1000,47.62,Compostable,"The 22oz / 90mm Coke Zero Cold Cups. Crystal-clear construction showcases the colour and layers of iced drinks, smoothies, juices, and cocktails. Sturdy walls resist cracking and condensation. Compatible with flat and dome lids for versatile serving. Designed for coffee shops, cafés, offices, events, and catering.",https://afida.com/products/coke-zero-cold-cups,N/A,N/A,90mm,170mm,N/A,N/A,N/A,N/A,N/A,
CUP-DW-12-3,B04013,Edenware 12oz Double Wall Takeaway Cup Compostable (Case of 500),Cups & Drinks,12oz,"kraft, paper",,500,47.9,Compostable,"The Edenware 12oz Double Wall Takeaway Cup. Double wall construction provides built-in insulation, eliminating the need for a separate cup sleeve. The outer wall stays cool and comfortable to hold while keeping drinks hot. Suitable for coffee, tea, hot chocolate, and specialty drinks. Certified compostable - breaks down in industrial composting facilities. Designed for coffee shops, cafés, offices, events, and catering.",https://afida.com/products/double-wall-takeaway-cup,9 kg,12 oz,,,,,,,9 kg,
CUP-DW-8-3,B04012,Edenware 8oz Double Wall Takeaway Cup Compostable (Case of 500),Cups & Drinks,8oz,"kraft, paper",,500,40.37,Compostable,"The Edenware 8oz Double Wall Takeaway Cup. Double wall construction provides built-in insulation, eliminating the need for a separate cup sleeve. The outer wall stays cool and comfortable to hold while keeping drinks hot. Suitable for coffee, tea, hot chocolate, and specialty drinks. Certified compostable - breaks down in industrial composting facilities. Designed for coffee shops, cafés, offices, events, and catering.",https://afida.com/products/double-wall-takeaway-cup-2,,,,,,,,,7 kg,
CC-PN-6,PINT0.5,"Half pint to brim PLA cup, UKCA UKNI CE mark",Cups & Drinks,,pla,,2100,160.24,,"The PLA Half Pint to Brim Cup is lined with PLA, a plant-based bioplastic derived from cornstarch. A transparent cup designed for beer, cider, cocktails, and soft drinks. Sturdy construction resists cracking during busy service. Suitable for indoor events, festivals, and outdoor bars.",https://afida.com/products/half-pint-to-brim-cup,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,
CC-PN-285,R15013,HALF PINT TUMBLER (285ML) TO RIM (RPET) (Case of 1000),Cups & Drinks,285ml,"rpet, pet",,1000,35.19,Recyclable,"The 285ml rPET HALF PINT TUMBLER TO RIM is made from rPET (recycled PET plastic), giving post-consumer plastic a second life. A transparent cup designed for beer, cider, cocktails, and soft drinks. Sturdy construction resists cracking during busy service. Suitable for indoor events, festivals, and outdoor bars. Fully recyclable through standard paper or plastic recycling streams.",https://afida.com/products/half-pint-tumbler-to-rim,,,,,,,,,8 kg,
CC-CR-KR,PP4CUP,Kraft Takeaway Pint Cup Carrier – 4 Cup inline Holder with Handle,Cups & Drinks,,"kraft, paper, pp",Brown/Kraft,250,67.42,Recyclable,"The kraft Takeaway Pint Cup Carrier 4 Cup Inline Holder with Handle is constructed from kraft board, an unbleached paper with natural strength. A transparent cup designed for beer, cider, cocktails, and soft drinks. Sturdy construction resists cracking during busy service. Suitable for indoor events, festivals, and outdoor bars.",https://afida.com/products/takeaway-pint-cup-carrier-4-cup-inline-holder-with-handle,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,
